text_input,language,sentiment_score,target_genre
Mood: udaas,hi,0.2,Bollywood Sad
really hyped,en,0.925,Techno
really empty,en,0.098,Grunge
Mood: feliz,es,0.8,Reggaeton
Mood: frustrado,es,0.2,Flamenco
Me siento frustrado aún así quiero música entusiasmado,es,0.921,Reggaeton
Mood: miserable,en,0.2,Grunge
really weary,en,0.146,Emo
I am feeling heartbroken but I want vibrant music,en,0.904,EDM
bahut udaas,hi,0.01,Old Classics
Mood: dukhy,hi,0.2,Bollywood Sad
Mood: chilled,en,0.5,Funk
Me siento dolido pero quiero música animado,es,0.828,Reggaeton
Main udaas hoon lekin mujhe shandaar gaane sunne hain,hi,0.76,Sufi
Main dukhy hoon magar mujhe utsahit gaane sunne hain,hi,0.861,Bhangra
I am feeling devastated however I want euphoric music,en,0.839,Techno
I am feeling gloomy however I want ecstatic music,en,0.831,Techno
Mood: fine,en,0.5,Pop
muy triste,es,0.066,Flamenco
bahut zindadil,hi,0.968,Bollywood Dance
I am feeling miserable yet I want euphoric music,en,0.762,Funk
muy solo,es,0.044,Flamenco
really euphoric,en,0.878,Techno
Me siento dolido aunque quiero música emocionado,es,0.944,Reggaeton
Main nirash hoon par mujhe zindadil gaane sunne hain,hi,0.816,Bollywood Dance
Me siento frustrado aunque quiero música animado,es,0.763,Latin Pop
Mood: ordinary,en,0.5,Funk
Mood: khushi,hi,0.8,Bhangra
Mood: anand,hi,0.8,Bhangra
really unstoppable,en,0.946,EDM
Mood: triste,es,0.2,Latin Rock
Main dukhy hoon phir bhi mujhe kamal gaane sunne hain,hi,0.797,Indie-Pop
I am feeling empty yet I want unstoppable music,en,0.754,Pop
really shattered,en,0.095,Grunge
bahut utsahit,hi,0.905,Bollywood Dance
Mood: weary,en,0.2,Grunge
Mood: nirash,hi,0.2,Old Classics
really defeated,en,0.013,Emo
Main tanha hoon par mujhe kamal gaane sunne hain,hi,0.857,Bollywood Dance
bahut udaas,hi,0.029,Old Classics
Me siento frustrado sin embargo quiero música increíble,es,0.906,Salsa
I am feeling miserable still I want blessed music,en,0.84,Techno
Mood: khush,hi,0.8,Bhangra
Main nirash hoon magar mujhe utsahit gaane sunne hain,hi,0.885,Bollywood Dance
Mood: mellow,en,0.5,Pop
Me siento dolido aunque quiero música radiante,es,0.949,Reggaeton
Mood: ordinary,en,0.5,Funk
Mood: chilled,en,0.5,Funk
Mood: tranquilo,es,0.5,Merengue
bahut tanha,hi,0.067,Bollywood Sad
muy harto,es,0.115,Flamenco
Mood: tanha,hi,0.2,Bollywood Sad
Me siento enojado sin embargo quiero música radiante,es,0.916,Reggaeton
Main dukh hoon par mujhe khushi gaane sunne hain,hi,0.781,Indie-Pop
muy entusiasmado,es,0.949,Reggaeton
I am feeling empty but I want radiant music,en,0.772,Funk
Main tanha hoon lekin mujhe shandaar gaane sunne hain,hi,0.858,Bollywood Dance
muy triste,es,0.117,Latin Rock
Mood: solo,es,0.2,Flamenco
muy feliz,es,0.976,Reggaeton
Me siento deprimido sin embargo quiero música emocionado,es,0.752,Merengue
Mood: shattered,en,0.2,Grunge
really ecstatic,en,0.883,Techno
Me siento enojado aunque quiero música animado,es,0.941,Reggaeton
Mood: dolido,es,0.2,Flamenco
I am feeling empty but I want euphoric music,en,0.758,Pop
muy entusiasmado,es,0.928,Salsa
really defeated,en,0.115,Grunge
really vibrant,en,0.952,EDM
Mood: alegre,es,0.8,Salsa
Mood: deprimido,es,0.2,Flamenco
I am feeling shattered but I want radiant music,en,0.824,EDM
bahut bechain,hi,0.077,Old Classics
Mood: thaka,hi,0.2,Old Classics
Main tanha hoon lekin mujhe shandaar gaane sunne hain,hi,0.862,Bollywood Dance
Mood: ecstatic,en,0.8,EDM
Main thaka hoon lekin mujhe anand gaane sunne hain,hi,0.75,Sufi
bahut bechain,hi,0.015,Bollywood Sad
muy animado,es,0.972,Reggaeton
Main nirash hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.771,Indie-Pop
Mood: solo,es,0.2,Latin Rock
Mood: radiant,en,0.8,EDM
muy harto,es,0.13,Flamenco
Me siento enojado aunque quiero música feliz,es,0.894,Salsa
Main tanha hoon lekin mujhe anand gaane sunne hain,hi,0.851,Bollywood Dance
muy increíble,es,0.857,Reggaeton
Mood: bien,es,0.5,Latin Pop
Mood: solo,es,0.2,Latin Rock
Me siento harto sin embargo quiero música animado,es,0.83,Reggaeton
muy harto,es,0.001,Latin Rock
Main nirash hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.893,Bollywood Dance
bahut bechain,hi,0.092,Bollywood Sad
Mood: bien,es,0.5,Latin Pop
really heartbroken,en,0.124,Grunge
Mood: triste,es,0.2,Latin Rock
Mood: tranquilo,es,0.5,Latin Pop
muy alegre,es,0.935,Salsa
Mood: heartbroken,en,0.2,Emo
I am feeling devastated still I want radiant music,en,0.822,Techno
really euphoric,en,0.915,EDM
Main pareshan hoon lekin mujhe mast gaane sunne hain,hi,0.827,Bollywood Dance
Main udaas hoon phir bhi mujhe kamal gaane sunne hain,hi,0.787,Sufi
Mood: agotado,es,0.2,Latin Rock
Mood: agotado,es,0.2,Latin Rock
Main thaka hoon magar mujhe shandaar gaane sunne hain,hi,0.842,Bollywood Dance
muy emocionado,es,0.921,Reggaeton
I am feeling empty yet I want radiant music,en,0.836,Techno
Mood: kamal,hi,0.8,Bollywood Dance
Mood: agotado,es,0.2,Flamenco
Mood: thaka,hi,0.2,Old Classics
Me siento enojado pero quiero música entusiasmado,es,0.81,Reggaeton
Mood: heartbroken,en,0.2,Grunge
really euphoric,en,0.901,EDM
really radiant,en,0.981,EDM
I am feeling gloomy but I want blessed music,en,0.847,Techno
really radiant,en,0.876,Techno
Mood: heartbroken,en,0.2,Grunge
muy harto,es,0.027,Flamenco
Mood: animado,es,0.8,Salsa
I am feeling weary still I want euphoric music,en,0.84,Techno
bahut udaas,hi,0.117,Old Classics
bahut kamal,hi,0.875,Bhangra
muy triste,es,0.09,Flamenco
I am feeling heartbroken still I want gleeful music,en,0.839,Techno
Main thaka hoon magar mujhe zindadil gaane sunne hain,hi,0.898,Bollywood Dance
Mood: tranquilo,es,0.5,Merengue
really empty,en,0.142,Emo
really gleeful,en,0.875,EDM
Main nirash hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.785,Sufi
bahut thaka,hi,0.149,Bollywood Sad
bahut udaas,hi,0.007,Old Classics
Me siento deprimido aunque quiero música feliz,es,0.931,Reggaeton
I am feeling heartbroken yet I want blessed music,en,0.881,EDM
Main nirash hoon magar mujhe khushi gaane sunne hain,hi,0.867,Bhangra
Mood: alegre,es,0.8,Salsa
Mood: theek,hi,0.5,Indie-Pop
really heartbroken,en,0.045,Emo
really empty,en,0.036,Emo
Main dukhy hoon lekin mujhe zindadil gaane sunne hain,hi,0.894,Bollywood Dance
Me siento solo aún así quiero música alegre,es,0.879,Salsa
Main dukh hoon phir bhi mujhe utsahit gaane sunne hain,hi,0.784,Sufi
bahut khushi,hi,0.877,Bhangra
Main thaka hoon magar mujhe anand gaane sunne hain,hi,0.867,Bollywood Dance
Mood: blessed,en,0.8,EDM
Main dukhy hoon par mujhe utsahit gaane sunne hain,hi,0.931,Bollywood Dance
muy feliz,es,0.992,Reggaeton
bahut dukh,hi,0.056,Bollywood Sad
really heartbroken,en,0.143,Emo
really blessed,en,0.992,EDM
really devastated,en,0.051,Emo
Me siento agotado sin embargo quiero música entusiasmado,es,0.925,Reggaeton
muy harto,es,0.084,Latin Rock
Mood: shandaar,hi,0.8,Bhangra
Main nirash hoon lekin mujhe shandaar gaane sunne hain,hi,0.932,Bhangra
bahut shandaar,hi,0.961,Bhangra
I am feeling miserable still I want unstoppable music,en,0.865,Techno
Mood: pareshan,hi,0.2,Old Classics
Mood: genial,es,0.8,Reggaeton
Mood: dukhy,hi,0.2,Bollywood Sad
Mood: agotado,es,0.2,Latin Rock
Main bechain hoon lekin mujhe khush gaane sunne hain,hi,0.827,Bhangra
Me siento agotado aunque quiero música alegre,es,0.945,Reggaeton
Mood: pareshan,hi,0.2,Old Classics
Mood: agotado,es,0.2,Flamenco
Mood: genial,es,0.8,Reggaeton
Mood: deprimido,es,0.2,Latin Rock
Mood: khush,hi,0.8,Bollywood Dance
Mood: euphoric,en,0.8,Techno
Mood: agotado,es,0.2,Latin Rock
bahut dukh,hi,0.1,Old Classics
Me siento solo aún así quiero música radiante,es,0.926,Salsa
bahut kamal,hi,0.975,Bhangra
Main udaas hoon phir bhi mujhe mast gaane sunne hain,hi,0.92,Bollywood Dance
really empty,en,0.034,Emo
really blessed,en,0.972,EDM
Me siento harto sin embargo quiero música emocionado,es,0.848,Reggaeton
I am feeling defeated however I want euphoric music,en,0.757,Pop
Mood: radiant,en,0.8,Techno
Me siento triste aún así quiero música increíble,es,0.781,Merengue
Main pareshan hoon magar mujhe mast gaane sunne hain,hi,0.767,Indie-Pop
Mood: calmado,es,0.5,Merengue
muy genial,es,0.957,Salsa
Mood: udaas,hi,0.2,Old Classics
muy entusiasmado,es,0.954,Salsa
muy entusiasmado,es,0.882,Reggaeton
Mood: utsahit,hi,0.8,Bhangra
I am feeling shattered still I want radiant music,en,0.887,Techno
muy enojado,es,0.119,Flamenco
muy triste,es,0.076,Flamenco
really radiant,en,0.862,EDM
muy radiante,es,0.952,Reggaeton
Me siento agotado sin embargo quiero música entusiasmado,es,0.896,Salsa
Mood: vibrant,en,0.8,EDM
really weary,en,0.082,Grunge
muy animado,es,0.892,Reggaeton
Mood: composed,en,0.5,Pop
muy increíble,es,0.92,Reggaeton
Mood: tanha,hi,0.2,Bollywood Sad
really ecstatic,en,0.95,Techno
Main dukhy hoon par mujhe kamal gaane sunne hain,hi,0.822,Bollywood Dance
Mood: bien,es,0.5,Latin Pop
bahut dukh,hi,0.031,Bollywood Sad
Me siento agotado aún así quiero música feliz,es,0.843,Salsa
muy harto,es,0.074,Latin Rock
really vibrant,en,0.89,EDM
Mood: gleeful,en,0.8,Techno
Mood: shant,hi,0.5,Indie-Pop
really empty,en,0.13,Grunge
Main thaka hoon magar mujhe khushi gaane sunne hain,hi,0.848,Bollywood Dance
Me siento frustrado aunque quiero música animado,es,0.797,Latin Pop
really blessed,en,0.976,EDM
muy radiante,es,0.895,Reggaeton
Me siento triste aún así quiero música feliz,es,0.769,Merengue
Mood: khamosh,hi,0.5,Sufi
muy emocionado,es,0.937,Salsa
Me siento deprimido sin embargo quiero música increíble,es,0.826,Salsa
Me siento enojado pero quiero música alegre,es,0.821,Reggaeton
muy dolido,es,0.055,Flamenco
I am feeling empty however I want ecstatic music,en,0.788,Pop
Mood: pareshan,hi,0.2,Bollywood Sad
Mood: devastated,en,0.2,Emo
I am feeling defeated but I want gleeful music,en,0.93,Techno
bahut shandaar,hi,0.911,Bhangra
bahut dukhy,hi,0.007,Bollywood Sad
Mood: mast,hi,0.8,Bollywood Dance
really defeated,en,0.059,Grunge
bahut dukh,hi,0.137,Bollywood Sad
muy animado,es,0.871,Salsa
muy harto,es,0.113,Flamenco
Mood: increíble,es,0.8,Reggaeton
really weary,en,0.053,Emo
I am feeling shattered still I want gleeful music,en,0.925,EDM
muy agotado,es,0.017,Latin Rock
Mood: kamal,hi,0.8,Bhangra
Mood: anand,hi,0.8,Bhangra
muy increíble,es,0.869,Reggaeton
muy frustrado,es,0.1,Flamenco
Me siento enojado aunque quiero música genial,es,0.875,Salsa
Mood: enojado,es,0.2,Latin Rock
Mood: tranquilo,es,0.5,Latin Pop
muy alegre,es,0.946,Reggaeton
Main bechain hoon lekin mujhe zindadil gaane sunne hain,hi,0.914,Bhangra
bahut udaas,hi,0.063,Old Classics
really gleeful,en,0.852,Techno
Mood: alegre,es,0.8,Reggaeton
Mood: calmado,es,0.5,Merengue
I am feeling heartbroken but I want unstoppable music,en,0.807,EDM
Mood: tanha,hi,0.2,Old Classics
Me siento deprimido pero quiero música genial,es,0.758,Merengue
Main udaas hoon magar mujhe khushi gaane sunne hain,hi,0.841,Bhangra
Me siento harto aún así quiero música entusiasmado,es,0.834,Salsa
Main tanha hoon lekin mujhe zindadil gaane sunne hain,hi,0.847,Bollywood Dance
Mood: kamal,hi,0.8,Bollywood Dance
I am feeling shattered still I want vibrant music,en,0.791,Funk
really miserable,en,0.042,Emo
Mood: dolido,es,0.2,Flamenco
bahut kamal,hi,0.971,Bhangra
bahut khush,hi,0.931,Bhangra
Mood: harto,es,0.2,Latin Rock
Main nirash hoon phir bhi mujhe utsahit gaane sunne hain,hi,0.879,Bollywood Dance
I am feeling defeated however I want unstoppable music,en,0.808,Techno
Main dukhy hoon phir bhi mujhe khushi gaane sunne hain,hi,0.834,Bhangra
I am feeling shattered yet I want radiant music,en,0.804,Techno
Mood: stable,en,0.5,Pop
bahut zindadil,hi,0.871,Bhangra
I am feeling weary but I want gleeful music,en,0.826,Techno
Me siento agotado aunque quiero música radiante,es,0.839,Salsa
Mood: tranquilo,es,0.5,Merengue
Me siento solo sin embargo quiero música emocionado,es,0.935,Reggaeton
Main dukhy hoon phir bhi mujhe khushi gaane sunne hain,hi,0.762,Sufi
I am feeling devastated yet I want vibrant music,en,0.855,EDM
Main bechain hoon lekin mujhe zindadil gaane sunne hain,hi,0.863,Bhangra
muy harto,es,0.106,Flamenco
Mood: devastated,en,0.2,Grunge
muy frustrado,es,0.083,Flamenco
Me siento solo pero quiero música animado,es,0.933,Reggaeton
I am feeling weary still I want radiant music,en,0.89,EDM
Me siento agotado sin embargo quiero música feliz,es,0.873,Reggaeton
Mood: kamal,hi,0.8,Bhangra
Me siento deprimido aunque quiero música radiante,es,0.872,Salsa
Me siento harto aún así quiero música animado,es,0.854,Reggaeton
Mood: nirash,hi,0.2,Old Classics
Main thaka hoon magar mujhe utsahit gaane sunne hain,hi,0.822,Bollywood Dance
bahut khushi,hi,0.985,Bollywood Dance
really ecstatic,en,0.86,Techno
Me siento triste sin embargo quiero música alegre,es,0.817,Reggaeton
Mood: feliz,es,0.8,Salsa
Mood: tanha,hi,0.2,Bollywood Sad
Me siento dolido pero quiero música alegre,es,0.932,Reggaeton
bahut dukh,hi,0.004,Bollywood Sad
Mood: bien,es,0.5,Merengue
muy deprimido,es,0.105,Flamenco
I am feeling devastated yet I want vibrant music,en,0.792,Funk
bahut shandaar,hi,0.859,Bollywood Dance
Mood: emocionado,es,0.8,Reggaeton
Mood: ecstatic,en,0.8,Techno
really defeated,en,0.04,Emo
Mood: nirash,hi,0.2,Old Classics
Me siento deprimido aunque quiero música animado,es,0.797,Latin Pop
Me siento dolido pero quiero música increíble,es,0.861,Salsa
really miserable,en,0.122,Grunge
really devastated,en,0.086,Grunge
bahut nirash,hi,0.094,Bollywood Sad
really empty,en,0.107,Emo
Main nirash hoon magar mujhe khush gaane sunne hain,hi,0.823,Bollywood Dance
really radiant,en,0.983,EDM
really miserable,en,0.145,Grunge
Main nirash hoon lekin mujhe anand gaane sunne hain,hi,0.77,Indie-Pop
Me siento enojado pero quiero música animado,es,0.766,Latin Pop
Me siento agotado sin embargo quiero música emocionado,es,0.858,Salsa
Mood: zindadil,hi,0.8,Bollywood Dance
Mood: normal,es,0.5,Latin Pop
Mood: equilibrado,es,0.5,Merengue
I am feeling shattered still I want unstoppable music,en,0.784,Pop
Main pareshan hoon par mujhe mast gaane sunne hain,hi,0.862,Bollywood Dance
Mood: devastated,en,0.2,Emo
Me siento dolido sin embargo quiero música increíble,es,0.845,Salsa
Main udaas hoon par mujhe anand gaane sunne hain,hi,0.854,Bhangra
Me siento frustrado aún así quiero música radiante,es,0.864,Salsa
Mood: ordinary,en,0.5,Funk
I am feeling defeated still I want ecstatic music,en,0.779,Funk
Me siento dolido aún así quiero música radiante,es,0.9,Salsa
Main thaka hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.908,Bollywood Dance
muy genial,es,0.988,Salsa
Main pareshan hoon lekin mujhe utsahit gaane sunne hain,hi,0.815,Bhangra
Mood: kamal,hi,0.8,Bhangra
Me siento frustrado aún así quiero música feliz,es,0.837,Reggaeton
bahut dukhy,hi,0.129,Bollywood Sad
Mood: shant,hi,0.5,Indie-Pop
really defeated,en,0.098,Emo
Me siento deprimido sin embargo quiero música animado,es,0.934,Salsa
Mood: composed,en,0.5,Pop
Mood: deprimido,es,0.2,Latin Rock
muy radiante,es,0.867,Reggaeton
Mood: theek,hi,0.5,Sufi
Main thaka hoon par mujhe kamal gaane sunne hain,hi,0.873,Bhangra
Mood: khushi,hi,0.8,Bollywood Dance
bahut kamal,hi,0.919,Bhangra
really weary,en,0.111,Emo
really miserable,en,0.099,Grunge
really radiant,en,0.98,Techno
I am feeling miserable however I want gleeful music,en,0.93,Techno
really empty,en,0.135,Emo
Main thaka hoon par mujhe anand gaane sunne hain,hi,0.821,Bhangra
Mood: weary,en,0.2,Emo
Mood: entusiasmado,es,0.8,Salsa
I am feeling heartbroken still I want hyped music,en,0.905,Techno
bahut dukh,hi,0.114,Bollywood Sad
really radiant,en,0.988,Techno
Main nirash hoon par mujhe kamal gaane sunne hain,hi,0.851,Bhangra
I am feeling devastated still I want ecstatic music,en,0.829,EDM
muy emocionado,es,0.9,Salsa
really gloomy,en,0.041,Grunge
muy emocionado,es,0.852,Salsa
Mood: alegre,es,0.8,Reggaeton
Mood: utsahit,hi,0.8,Bollywood Dance
really radiant,en,0.998,EDM
Mood: hyped,en,0.8,EDM
Mood: shant,hi,0.5,Indie-Pop
I am feeling empty but I want ecstatic music,en,0.81,Techno
really hyped,en,0.968,EDM
muy agotado,es,0.12,Latin Rock
bahut shandaar,hi,0.93,Bhangra
Mood: gloomy,en,0.2,Emo
bahut pareshan,hi,0.073,Bollywood Sad
really shattered,en,0.123,Grunge
Mood: nirash,hi,0.2,Old Classics
Mood: fine,en,0.5,Pop
Mood: gloomy,en,0.2,Emo
Mood: khushi,hi,0.8,Bhangra
Mood: pareshan,hi,0.2,Old Classics
Mood: triste,es,0.2,Flamenco
I am feeling defeated still I want blessed music,en,0.827,EDM
really radiant,en,0.853,Techno
Me siento solo aún así quiero música entusiasmado,es,0.761,Latin Pop
I am feeling defeated still I want blessed music,en,0.865,EDM
Main dukhy hoon phir bhi mujhe shandaar gaane sunne hain,hi,0.824,Bollywood Dance
Mood: khamosh,hi,0.5,Indie-Pop
I am feeling empty yet I want radiant music,en,0.903,Techno
really radiant,en,0.893,Techno
really devastated,en,0.059,Emo
Me siento harto aunque quiero música radiante,es,0.807,Reggaeton
muy harto,es,0.023,Latin Rock
Mood: zindadil,hi,0.8,Bhangra
Me siento triste sin embargo quiero música emocionado,es,0.771,Merengue
Mood: increíble,es,0.8,Salsa
Mood: feliz,es,0.8,Salsa
Main dukh hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.9,Bollywood Dance
Main dukh hoon phir bhi mujhe mast gaane sunne hain,hi,0.928,Bollywood Dance
muy genial,es,0.885,Reggaeton
Mood: miserable,en,0.2,Emo
muy genial,es,0.979,Salsa
Me siento agotado aún así quiero música increíble,es,0.828,Reggaeton
bahut bechain,hi,0.041,Bollywood Sad
bahut zindadil,hi,0.895,Bhangra
really weary,en,0.048,Emo
bahut pareshan,hi,0.128,Old Classics
Mood: enojado,es,0.2,Latin Rock
Mood: shant,hi,0.5,Sufi
Mood: feliz,es,0.8,Salsa
really vibrant,en,0.916,EDM
really ecstatic,en,0.977,EDM
Mood: zindadil,hi,0.8,Bollywood Dance
Mood: zindadil,hi,0.8,Bhangra
Mood: emocionado,es,0.8,Reggaeton
Mood: pareshan,hi,0.2,Bollywood Sad
really devastated,en,0.046,Grunge
I am feeling devastated yet I want ecstatic music,en,0.84,EDM
bahut khushi,hi,0.981,Bollywood Dance
Main nirash hoon phir bhi mujhe khush gaane sunne hain,hi,0.837,Bhangra
I am feeling defeated but I want blessed music,en,0.879,EDM
Me siento enojado aún así quiero música animado,es,0.869,Salsa
Me siento triste sin embargo quiero música genial,es,0.816,Salsa
bahut khush,hi,0.875,Bollywood Dance
really radiant,en,0.955,Techno
Me siento enojado aún así quiero música alegre,es,0.771,Latin Pop
really radiant,en,0.972,EDM
Mood: entusiasmado,es,0.8,Salsa
bahut anand,hi,0.986,Bollywood Dance
Mood: stable,en,0.5,Pop
Main thaka hoon par mujhe anand gaane sunne hain,hi,0.895,Bhangra
Mood: shattered,en,0.2,Grunge
Me siento frustrado aún así quiero música entusiasmado,es,0.768,Merengue
I am feeling weary yet I want unstoppable music,en,0.908,Techno
bahut kamal,hi,0.95,Bhangra
I am feeling heartbroken still I want gleeful music,en,0.914,Techno
Mood: khush,hi,0.8,Bhangra
Mood: alegre,es,0.8,Reggaeton
I am feeling gloomy yet I want gleeful music,en,0.756,Pop
Mood: feliz,es,0.8,Salsa
muy frustrado,es,0.136,Flamenco
Mood: feliz,es,0.8,Reggaeton
I am feeling miserable still I want gleeful music,en,0.759,Pop
really euphoric,en,0.981,EDM
Mood: feliz,es,0.8,Salsa
really empty,en,0.069,Grunge
Me siento frustrado pero quiero música alegre,es,0.793,Merengue
Main pareshan hoon phir bhi mujhe shandaar gaane sunne hain,hi,0.773,Indie-Pop
Me siento deprimido sin embargo quiero música entusiasmado,es,0.868,Reggaeton
muy deprimido,es,0.002,Flamenco
Mood: kamal,hi,0.8,Bollywood Dance
bahut mast,hi,0.934,Bollywood Dance
I am feeling heartbroken however I want radiant music,en,0.828,EDM
Main bechain hoon lekin mujhe zindadil gaane sunne hain,hi,0.822,Bhangra
I am feeling devastated but I want radiant music,en,0.84,Techno
Main nirash hoon lekin mujhe khushi gaane sunne hain,hi,0.813,Bhangra
muy radiante,es,0.952,Reggaeton
Mood: khush,hi,0.8,Bhangra
Main bechain hoon par mujhe utsahit gaane sunne hain,hi,0.9,Bhangra
really weary,en,0.079,Emo
Mood: blessed,en,0.8,Techno
I am feeling weary yet I want radiant music,en,0.928,EDM
really gloomy,en,0.136,Grunge
really shattered,en,0.118,Grunge
bahut kamal,hi,0.891,Bollywood Dance
Mood: genial,es,0.8,Reggaeton
muy emocionado,es,0.881,Reggaeton
Me siento dolido pero quiero música increíble,es,0.785,Latin Pop
bahut khushi,hi,0.944,Bollywood Dance
really miserable,en,0.131,Grunge
bahut shandaar,hi,0.95,Bhangra
Mood: mellow,en,0.5,Pop
Main pareshan hoon phir bhi mujhe mast gaane sunne hain,hi,0.762,Indie-Pop
I am feeling defeated still I want radiant music,en,0.915,Techno
muy harto,es,0.011,Flamenco
Mood: equilibrado,es,0.5,Merengue
Me siento frustrado aunque quiero música animado,es,0.77,Merengue
Mood: euphoric,en,0.8,EDM
really heartbroken,en,0.01,Emo
really vibrant,en,0.853,Techno
Mood: defeated,en,0.2,Emo
really gleeful,en,0.881,Techno
I am feeling weary yet I want radiant music,en,0.932,Techno
Main dukh hoon phir bhi mujhe kamal gaane sunne hain,hi,0.856,Bhangra
Mood: radiante,es,0.8,Reggaeton
Mood: hyped,en,0.8,Techno
Me siento triste pero quiero música feliz,es,0.849,Salsa
muy radiante,es,0.891,Salsa
Mood: shandaar,hi,0.8,Bhangra
bahut nirash,hi,0.027,Bollywood Sad
really gleeful,en,0.926,EDM
muy increíble,es,0.986,Reggaeton
Me siento triste pero quiero música emocionado,es,0.86,Reggaeton
I am feeling devastated however I want radiant music,en,0.806,EDM
bahut zindadil,hi,0.895,Bhangra
Main thaka hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.779,Sufi
Mood: detached,en,0.5,Funk
muy enojado,es,0.062,Latin Rock
Mood: kamal,hi,0.8,Bhangra
Mood: triste,es,0.2,Latin Rock
muy genial,es,0.879,Salsa
I am feeling heartbroken however I want radiant music,en,0.916,EDM
Mood: gloomy,en,0.2,Emo
I am feeling empty still I want euphoric music,en,0.778,Pop
I am feeling gloomy yet I want gleeful music,en,0.886,EDM
Mood: dolido,es,0.2,Latin Rock
bahut zindadil,hi,0.853,Bollywood Dance
Me siento triste sin embargo quiero música genial,es,0.851,Reggaeton
I am feeling miserable yet I want gleeful music,en,0.94,EDM
bahut kamal,hi,0.924,Bollywood Dance
Mood: bechain,hi,0.2,Old Classics
Me siento triste aún así quiero música entusiasmado,es,0.83,Reggaeton
really weary,en,0.031,Emo
Mood: solo,es,0.2,Latin Rock
really heartbroken,en,0.086,Emo
Mood: pareshan,hi,0.2,Old Classics
Mood: dukhy,hi,0.2,Old Classics
Mood: shant,hi,0.5,Indie-Pop
really shattered,en,0.025,Emo
Main thaka hoon phir bhi mujhe mast gaane sunne hain,hi,0.919,Bhangra
bahut udaas,hi,0.137,Bollywood Sad
Mood: dukh,hi,0.2,Bollywood Sad
really empty,en,0.074,Grunge
Mood: vibrant,en,0.8,Techno
muy emocionado,es,0.88,Reggaeton
Main tanha hoon par mujhe anand gaane sunne hain,hi,0.849,Bhangra
really unstoppable,en,0.998,Techno
bahut mast,hi,0.87,Bollywood Dance
I am feeling heartbroken however I want radiant music,en,0.867,EDM
really euphoric,en,0.891,Techno
Main nirash hoon par mujhe utsahit gaane sunne hain,hi,0.904,Bhangra
Mood: thik-thak,hi,0.5,Indie-Pop
really shattered,en,0.119,Grunge
Main udaas hoon lekin mujhe kamal gaane sunne hain,hi,0.79,Sufi
really radiant,en,0.858,EDM
Main udaas hoon phir bhi mujhe zindadil gaane sunne hain,hi,0.851,Bhangra
Mood: ecstatic,en,0.8,EDM
muy feliz,es,0.939,Reggaeton
Mood: ordinary,en,0.5,Pop
Mood: radiant,en,0.8,Techno
muy harto,es,0.12,Latin Rock
muy animado,es,0.965,Salsa
muy emocionado,es,0.955,Reggaeton
I am feeling devastated still I want vibrant music,en,0.899,EDM
really empty,en,0.07,Emo
muy frustrado,es,0.05,Flamenco
bahut bechain,hi,0.007,Old Classics
Mood: radiant,en,0.8,EDM
Mood: miserable,en,0.2,Emo
really empty,en,0.022,Grunge
Mood: zindadil,hi,0.8,Bollywood Dance
Mood: zindadil,hi,0.8,Bollywood Dance
Me siento agotado sin embargo quiero música genial,es,0.848,Reggaeton
Mood: equilibrado,es,0.5,Latin Pop
Mood: khamosh,hi,0.5,Sufi
really hyped,en,0.951,Techno
Mood: genial,es,0.8,Salsa
I am feeling devastated however I want unstoppable music,en,0.806,Techno
Me siento frustrado aunque quiero música animado,es,0.937,Reggaeton
Me siento triste aunque quiero música genial,es,0.852,Reggaeton
Mood: euphoric,en,0.8,Techno
Me siento agotado aún así quiero música genial,es,0.769,Latin Pop
Main tanha hoon lekin mujhe mast gaane sunne hain,hi,0.761,Indie-Pop
bahut udaas,hi,0.078,Bollywood Sad
Main bechain hoon par mujhe kamal gaane sunne hain,hi,0.783,Sufi
muy frustrado,es,0.127,Flamenco
bahut dukh,hi,0.078,Bollywood Sad
Main nirash hoon lekin mujhe zindadil gaane sunne hain,hi,0.83,Bollywood Dance
bahut shandaar,hi,0.945,Bhangra
bahut shandaar,hi,0.985,Bhangra
Mood: detached,en,0.5,Funk
I am feeling heartbroken however I want hyped music,en,0.933,Techno
Mood: harto,es,0.2,Flamenco
bahut tanha,hi,0.07,Bollywood Sad
really ecstatic,en,0.913,EDM
Main udaas hoon phir bhi mujhe kamal gaane sunne hain,hi,0.814,Bollywood Dance
really vibrant,en,0.886,Techno
bahut udaas,hi,0.14,Bollywood Sad
Me siento agotado pero quiero música emocionado,es,0.77,Merengue
Main dukh hoon phir bhi mujhe khushi gaane sunne hain,hi,0.783,Indie-Pop
I am feeling devastated still I want radiant music,en,0.867,Techno
Mood: nirash,hi,0.2,Old Classics
Mood: composed,en,0.5,Pop
Mood: harto,es,0.2,Latin Rock
really hyped,en,0.995,EDM
Mood: animado,es,0.8,Salsa
Mood: khush,hi,0.8,Bhangra
Me siento harto pero quiero música entusiasmado,es,0.935,Salsa
Mood: harto,es,0.2,Latin Rock
Mood: defeated,en,0.2,Grunge
Mood: blessed,en,0.8,EDM
Mood: radiante,es,0.8,Reggaeton
